animationKey,category,character,displayName,firstFrame,frameRefs,hasMoveOverride,lastFrame,uniqueFrames
cmd:FC+1,attack,eve,Eve,,0,True,,0
cmd:FC+2,attack,eve,Eve,,0,True,,0
cmd:O+2,attack,eve,Eve,,0,True,,0
cmd:WS+4,attack,eve,Eve,,0,True,,0
cmd:d/f+2,attack,eve,Eve,,0,True,,0
cmd:f+1,attack,eve,Eve,,0,True,,0
cmd:qcf+4,attack,eve,Eve,,0,True,,0
crouch,non-attack,eve,Eve,23,1,False,23,1
crouchBlock,non-attack,eve,Eve,90,8,False,98,8
getupRollUp,non-attack,eve,Eve,,0,False,,0
getupStand,non-attack,eve,Eve,36,8,False,57,8
hitHeavy,non-attack,eve,Eve,,0,False,,0
hitLight,non-attack,eve,Eve,28,1,False,28,1
idle,non-attack,eve,Eve,0,5,False,3,4
jableft,attack,eve,Eve,79,6,True,84,6
jabright,attack,eve,Eve,84,8,True,91,8
juggle,non-attack,eve,Eve,29,2,False,30,2
jump,non-attack,eve,Eve,17,6,False,22,6
kickleft,attack,eve,Eve,,0,True,,0
kickright,attack,eve,Eve,,0,True,,0
knockdown,non-attack,eve,Eve,36,4,False,39,4
lose,non-attack,eve,Eve,31,1,False,31,1
sidestepLeft,non-attack,eve,Eve,45,1,False,45,1
sidestepRight,non-attack,eve,Eve,45,1,False,45,1
sprint,non-attack,eve,Eve,30,10,False,39,10
walkBack,non-attack,eve,Eve,14,1,False,14,1
walkForward,non-attack,eve,Eve,4,8,False,11,8
win,non-attack,eve,Eve,91,1,False,91,1
backflip,non-attack,franky,Franky,40,8,False,48,8
block,non-attack,franky,Franky,15,1,False,15,1
chargeKi,non-attack,franky,Franky,60,6,False,65,6
cmd:1+2,attack,franky,Franky,96,8,True,103,8
cmd:1+3,attack,franky,Franky,77,9,True,83,7
cmd:1+4,attack,franky,Franky,96,9,False,104,9
cmd:2+3,attack,franky,Franky,118,13,True,130,13
cmd:2+4,attack,franky,Franky,,0,True,,0
cmd:3+4,attack,franky,Franky,138,16,True,148,11
cmd:FC+1,attack,franky,Franky,,0,True,,0
cmd:FC+2,attack,franky,Franky,,0,True,,0
cmd:O+2,attack,franky,Franky,,0,True,,0
cmd:WS+4,attack,franky,Franky,,0,True,,0
cmd:d/f+2,attack,franky,Franky,,0,True,,0
cmd:f+1,attack,franky,Franky,,0,True,,0
cmd:qcf+4,attack,franky,Franky,,0,True,,0
crouch,non-attack,franky,Franky,22,1,False,22,1
crouchBlock,non-attack,franky,Franky,90,8,False,98,8
getupRollUp,non-attack,franky,Franky,,0,False,,0
getupStand,non-attack,franky,Franky,30,8,False,55,8
hitHeavy,non-attack,franky,Franky,,0,False,,0
hitLight,non-attack,franky,Franky,26,1,False,26,1
idle,non-attack,franky,Franky,0,4,False,3,4
jableft,attack,franky,Franky,104,7,True,110,7
jabright,attack,franky,Franky,158,5,True,162,5
juggle,non-attack,franky,Franky,27,2,False,28,2
jump,non-attack,franky,Franky,17,5,False,21,5
kickleft,attack,franky,Franky,,0,True,,0
kickright,attack,franky,Franky,,0,True,,0
knockdown,non-attack,franky,Franky,30,4,False,33,4
lose,non-attack,franky,Franky,29,1,False,29,1
sidestepLeft,non-attack,franky,Franky,65,1,False,65,1
sidestepRight,non-attack,franky,Franky,65,1,False,65,1
sprint,non-attack,franky,Franky,30,10,False,39,10
walkBack,non-attack,franky,Franky,14,1,False,14,1
walkForward,non-attack,franky,Franky,4,8,False,11,8
win,non-attack,franky,Franky,162,1,False,162,1
backflip,non-attack,frieza,Frieza,40,8,False,48,8
block,non-attack,frieza,Frieza,13,1,False,13,1
chargeKi,non-attack,frieza,Frieza,52,5,False,56,5
cmd:1+2,attack,frieza,Frieza,57,7,True,63,7
cmd:1+3,attack,frieza,Frieza,,0,True,,0
cmd:2+3,attack,frieza,Frieza,156,12,True,167,12
cmd:2+4,attack,frieza,Frieza,,0,True,,0
cmd:3+4,attack,frieza,Frieza,78,6,True,83,6
cmd:FC+1,attack,frieza,Frieza,,0,True,,0
cmd:FC+2,attack,frieza,Frieza,,0,True,,0
cmd:O+2,attack,frieza,Frieza,,0,True,,0
cmd:WS+4,attack,frieza,Frieza,,0,True,,0
cmd:d/f+2,attack,frieza,Frieza,,0,True,,0
cmd:f+1,attack,frieza,Frieza,,0,True,,0
cmd:qcf+4,attack,frieza,Frieza,,0,True,,0
crouch,non-attack,frieza,Frieza,21,1,False,21,1
crouchBlock,non-attack,frieza,Frieza,90,8,False,98,8
getupRollUp,non-attack,frieza,Frieza,,0,False,,0
getupStand,non-attack,frieza,Frieza,29,8,False,44,8
hitHeavy,non-attack,frieza,Frieza,,0,False,,0
hitLight,non-attack,frieza,Frieza,23,1,False,23,1
idle,non-attack,frieza,Frieza,0,6,False,3,4
jableft,attack,frieza,Frieza,78,7,True,84,7
jabright,attack,frieza,Frieza,106,7,True,112,7
juggle,non-attack,frieza,Frieza,27,1,False,27,1
jump,non-attack,frieza,Frieza,15,2,False,16,2
kickleft,attack,frieza,Frieza,,0,True,,0
kickright,attack,frieza,Frieza,131,7,True,137,7
knockdown,non-attack,frieza,Frieza,29,4,False,32,4
lose,non-attack,frieza,Frieza,28,1,False,28,1
sidestepLeft,non-attack,frieza,Frieza,11,1,False,11,1
sidestepRight,non-attack,frieza,Frieza,11,1,False,11,1
sprint,non-attack,frieza,Frieza,30,10,False,39,10
walkBack,non-attack,frieza,Frieza,12,1,False,12,1
walkForward,non-attack,frieza,Frieza,6,4,False,9,4
win,non-attack,frieza,Frieza,137,1,False,137,1
backflip,non-attack,fuusuke,Fuusuke,40,8,False,48,8
block,non-attack,fuusuke,Fuusuke,15,1,False,15,1
chargeKi,non-attack,fuusuke,Fuusuke,56,5,False,60,5
cmd:1+2,attack,fuusuke,Fuusuke,115,7,True,121,7
cmd:1+3,attack,fuusuke,Fuusuke,,0,True,,0
cmd:2+3,attack,fuusuke,Fuusuke,136,6,True,141,6
cmd:2+4,attack,fuusuke,Fuusuke,,0,True,,0
cmd:3+4,attack,fuusuke,Fuusuke,101,6,True,106,6
cmd:FC+1,attack,fuusuke,Fuusuke,,0,True,,0
cmd:FC+2,attack,fuusuke,Fuusuke,,0,True,,0
cmd:O+2,attack,fuusuke,Fuusuke,,0,True,,0
cmd:WS+4,attack,fuusuke,Fuusuke,,0,True,,0
cmd:d/f+2,attack,fuusuke,Fuusuke,,0,True,,0
cmd:f+1,attack,fuusuke,Fuusuke,,0,True,,0
cmd:qcf+4,attack,fuusuke,Fuusuke,,0,True,,0
crouch,non-attack,fuusuke,Fuusuke,22,1,False,22,1
crouchBlock,non-attack,fuusuke,Fuusuke,90,8,False,98,8
getupRollUp,non-attack,fuusuke,Fuusuke,,0,False,,0
getupStand,non-attack,fuusuke,Fuusuke,31,9,False,56,9
hitHeavy,non-attack,fuusuke,Fuusuke,,0,False,,0
hitLight,non-attack,fuusuke,Fuusuke,25,1,False,25,1
idle,non-attack,fuusuke,Fuusuke,0,4,False,3,4
jableft,attack,fuusuke,Fuusuke,126,4,True,129,4
jabright,attack,fuusuke,Fuusuke,129,8,True,136,8
juggle,non-attack,fuusuke,Fuusuke,28,2,False,29,2
jump,non-attack,fuusuke,Fuusuke,16,6,False,21,6
kickleft,attack,fuusuke,Fuusuke,,0,True,,0
kickright,attack,fuusuke,Fuusuke,76,9,True,84,9
knockdown,non-attack,fuusuke,Fuusuke,31,4,False,34,4
lose,non-attack,fuusuke,Fuusuke,30,1,False,30,1
sidestepLeft,non-attack,fuusuke,Fuusuke,111,2,False,112,2
sidestepRight,non-attack,fuusuke,Fuusuke,111,2,False,112,2
sprint,non-attack,fuusuke,Fuusuke,30,10,False,39,10
walkBack,non-attack,fuusuke,Fuusuke,14,1,False,14,1
walkForward,non-attack,fuusuke,Fuusuke,4,8,False,11,8
win,non-attack,fuusuke,Fuusuke,84,1,False,84,1
backflip,non-attack,gintoki-sakata,Gintoki Sakata,40,8,False,48,8
block,non-attack,gintoki-sakata,Gintoki Sakata,15,1,False,15,1
chargeKi,non-attack,gintoki-sakata,Gintoki Sakata,56,4,False,59,4
cmd:1+2,attack,gintoki-sakata,Gintoki Sakata,134,6,True,139,6
cmd:1+3,attack,gintoki-sakata,Gintoki Sakata,141,7,True,147,7
cmd:1+4,attack,gintoki-sakata,Gintoki Sakata,192,5,False,196,5
cmd:2+3,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:2+4,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:3+4,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:FC+1,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:FC+2,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:O+2,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:WS+4,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:d/f+2,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:f+1,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
cmd:qcf+4,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
crouch,non-attack,gintoki-sakata,Gintoki Sakata,22,1,False,22,1
crouchBlock,non-attack,gintoki-sakata,Gintoki Sakata,90,8,False,98,8
getupRollUp,non-attack,gintoki-sakata,Gintoki Sakata,,0,False,,0
getupStand,non-attack,gintoki-sakata,Gintoki Sakata,30,8,False,55,8
hitHeavy,non-attack,gintoki-sakata,Gintoki Sakata,,0,False,,0
hitLight,non-attack,gintoki-sakata,Gintoki Sakata,26,1,False,26,1
idle,non-attack,gintoki-sakata,Gintoki Sakata,0,4,False,3,4
jableft,attack,gintoki-sakata,Gintoki Sakata,93,8,True,100,8
jabright,attack,gintoki-sakata,Gintoki Sakata,100,11,True,110,11
juggle,non-attack,gintoki-sakata,Gintoki Sakata,27,2,False,28,2
jump,non-attack,gintoki-sakata,Gintoki Sakata,17,4,False,20,4
kickleft,attack,gintoki-sakata,Gintoki Sakata,80,4,True,83,4
kickright,attack,gintoki-sakata,Gintoki Sakata,,0,True,,0
knockdown,non-attack,gintoki-sakata,Gintoki Sakata,30,4,False,33,4
lose,non-attack,gintoki-sakata,Gintoki Sakata,29,1,False,29,1
sidestepLeft,non-attack,gintoki-sakata,Gintoki Sakata,87,1,False,87,1
sidestepRight,non-attack,gintoki-sakata,Gintoki Sakata,87,1,False,87,1
sprint,non-attack,gintoki-sakata,Gintoki Sakata,30,10,False,39,10
walkBack,non-attack,gintoki-sakata,Gintoki Sakata,14,1,False,14,1
walkForward,non-attack,gintoki-sakata,Gintoki Sakata,4,8,False,11,8
win,non-attack,gintoki-sakata,Gintoki Sakata,83,1,False,83,1
backflip,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),40,8,False,48,8
block,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),11,1,False,11,1
chargeKi,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),92,3,False,94,3
cmd:1+2,attack,gohan-super-saiyan,Gohan (Super Saiyan),79,8,True,86,8
cmd:1+3,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:2+3,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:2+4,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:3+4,attack,gohan-super-saiyan,Gohan (Super Saiyan),112,8,True,119,8
cmd:FC+1,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:FC+2,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:O+2,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:WS+4,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:d/f+2,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:f+1,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
cmd:qcf+4,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
crouch,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),16,1,False,16,1
crouchBlock,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),90,8,False,98,8
getupRollUp,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,False,,0
getupStand,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),28,8,False,49,8
hitHeavy,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,False,,0
hitLight,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),18,1,False,18,1
idle,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),0,4,False,3,4
jableft,attack,gohan-super-saiyan,Gohan (Super Saiyan),84,3,True,86,3
jabright,attack,gohan-super-saiyan,Gohan (Super Saiyan),79,5,True,83,5
juggle,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),21,2,False,22,2
jump,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),17,1,False,17,1
kickleft,attack,gohan-super-saiyan,Gohan (Super Saiyan),125,6,True,130,6
kickright,attack,gohan-super-saiyan,Gohan (Super Saiyan),,0,True,,0
knockdown,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),28,4,False,31,4
lose,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),23,1,False,23,1
sidestepLeft,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),13,1,False,13,1
sidestepRight,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),13,1,False,13,1
sprint,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),30,10,False,39,10
walkBack,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),10,1,False,10,1
walkForward,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),4,4,False,7,4
win,non-attack,gohan-super-saiyan,Gohan (Super Saiyan),130,1,False,130,1
backflip,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),40,8,False,48,8
block,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),11,1,False,11,1
chargeKi,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),53,5,False,57,5
cmd:1+2,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),84,9,True,92,9
cmd:1+3,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:1+4,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),92,6,False,97,6
cmd:2+3,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:2+4,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:3+4,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:FC+1,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:FC+2,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:O+2,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:WS+4,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:d/f+2,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:f+1,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
cmd:qcf+4,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
crouch,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),17,1,False,17,1
crouchBlock,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),90,8,False,98,8
getupRollUp,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,False,,0
getupStand,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),29,8,False,50,8
hitHeavy,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,False,,0
hitLight,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),19,1,False,19,1
idle,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),0,4,False,3,4
jableft,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),90,3,True,92,3
jabright,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),84,6,True,89,6
juggle,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),22,2,False,23,2
jump,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),18,1,False,18,1
kickleft,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),80,5,True,84,5
kickright,attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),,0,True,,0
knockdown,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),29,4,False,32,4
lose,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),24,1,False,24,1
sidestepLeft,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),14,1,False,14,1
sidestepRight,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),14,1,False,14,1
sprint,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),30,10,False,39,10
walkBack,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),10,1,False,10,1
walkForward,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),4,4,False,7,4
win,non-attack,gohan-super-saiyan-2,Gohan (Super Saiyan 2),84,1,False,84,1
backflip,non-attack,goku,Goku,40,8,False,48,8
block,non-attack,goku,Goku,11,1,False,11,1
chargeKi,non-attack,goku,Goku,54,2,False,55,2
cmd:1+2,attack,goku,Goku,88,12,True,99,12
cmd:1+3,attack,goku,Goku,,0,True,,0
cmd:2+3,attack,goku,Goku,,0,True,,0
cmd:2+4,attack,goku,Goku,,0,True,,0
cmd:3+4,attack,goku,Goku,110,7,True,116,7
cmd:FC+1,attack,goku,Goku,,0,True,,0
cmd:FC+2,attack,goku,Goku,,0,True,,0
cmd:O+2,attack,goku,Goku,,0,True,,0
cmd:WS+4,attack,goku,Goku,,0,True,,0
cmd:d/f+2,attack,goku,Goku,,0,True,,0
cmd:f+1,attack,goku,Goku,,0,True,,0
cmd:qcf+4,attack,goku,Goku,,0,True,,0
crouch,non-attack,goku,Goku,17,1,False,17,1
crouchBlock,non-attack,goku,Goku,91,8,False,99,8
getupRollUp,non-attack,goku,Goku,,0,False,,0
getupStand,non-attack,goku,Goku,31,8,False,53,8
hitHeavy,non-attack,goku,Goku,,0,False,,0
hitLight,non-attack,goku,Goku,19,1,False,19,1
idle,non-attack,goku,Goku,0,4,False,3,4
jableft,attack,goku,Goku,209,4,True,212,4
jabright,attack,goku,Goku,68,7,True,74,7
juggle,non-attack,goku,Goku,22,2,False,23,2
jump,non-attack,goku,Goku,15,1,False,15,1
kickleft,attack,goku,Goku,75,8,True,83,8
kickright,attack,goku,Goku,100,9,True,108,9
knockdown,non-attack,goku,Goku,31,4,False,34,4
lose,non-attack,goku,Goku,24,1,False,24,1
sidestepLeft,non-attack,goku,Goku,13,1,False,13,1
sidestepRight,non-attack,goku,Goku,13,1,False,13,1
sprint,non-attack,goku,Goku,30,10,False,39,10
walkBack,non-attack,goku,Goku,10,1,False,10,1
walkForward,non-attack,goku,Goku,4,4,False,7,4
win,non-attack,goku,Goku,108,1,False,108,1
backflip,non-attack,goku-super-saiyan,Goku (Super Saiyan),40,8,False,48,8
block,non-attack,goku-super-saiyan,Goku (Super Saiyan),11,1,False,11,1
chargeKi,non-attack,goku-super-saiyan,Goku (Super Saiyan),51,2,False,52,2
cmd:1+2,attack,goku-super-saiyan,Goku (Super Saiyan),84,12,True,95,12
cmd:1+3,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:2+3,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:2+4,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:3+4,attack,goku-super-saiyan,Goku (Super Saiyan),106,7,True,112,7
cmd:FC+1,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:FC+2,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:O+2,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:WS+4,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:d/f+2,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:f+1,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
cmd:qcf+4,attack,goku-super-saiyan,Goku (Super Saiyan),,0,True,,0
crouch,non-attack,goku-super-saiyan,Goku (Super Saiyan),17,1,False,17,1
crouchBlock,non-attack,goku-super-saiyan,Goku (Super Saiyan),91,8,False,99,8
getupRollUp,non-attack,goku-super-saiyan,Goku (Super Saiyan),,0,False,,0
getupStand,non-attack,goku-super-saiyan,Goku (Super Saiyan),29,8,False,50,8
hitHeavy,non-attack,goku-super-saiyan,Goku (Super Saiyan),,0,False,,0
hitLight,non-attack,goku-super-saiyan,Goku (Super Saiyan),19,1,False,19,1
idle,non-attack,goku-super-saiyan,Goku (Super Saiyan),0,4,False,3,4
jableft,attack,goku-super-saiyan,Goku (Super Saiyan),79,6,True,84,6
jabright,attack,goku-super-saiyan,Goku (Super Saiyan),65,6,True,70,6
juggle,non-attack,goku-super-saiyan,Goku (Super Saiyan),22,2,False,23,2
jump,non-attack,goku-super-saiyan,Goku (Super Saiyan),15,1,False,15,1
kickleft,attack,goku-super-saiyan,Goku (Super Saiyan),71,8,True,79,8
kickright,attack,goku-super-saiyan,Goku (Super Saiyan),96,9,True,104,9
knockdown,non-attack,goku-super-saiyan,Goku (Super Saiyan),29,4,False,32,4
lose,non-attack,goku-super-saiyan,Goku (Super Saiyan),24,1,False,24,1
sidestepLeft,non-attack,goku-super-saiyan,Goku (Super Saiyan),114,1,False,114,1
sidestepRight,non-attack,goku-super-saiyan,Goku (Super Saiyan),114,1,False,114,1
sprint,non-attack,goku-super-saiyan,Goku (Super Saiyan),30,10,False,39,10
walkBack,non-attack,goku-super-saiyan,Goku (Super Saiyan),10,1,False,10,1
walkForward,non-attack,goku-super-saiyan,Goku (Super Saiyan),4,4,False,7,4
win,non-attack,goku-super-saiyan,Goku (Super Saiyan),104,1,False,104,1
backflip,non-attack,gon-freecss,Gon Freecss,40,8,False,48,8
block,non-attack,gon-freecss,Gon Freecss,15,1,False,15,1
chargeKi,non-attack,gon-freecss,Gon Freecss,55,9,False,118,9
cmd:1+2,attack,gon-freecss,Gon Freecss,70,7,True,76,7
cmd:1+3,attack,gon-freecss,Gon Freecss,167,13,True,179,13
cmd:1+4,attack,gon-freecss,Gon Freecss,83,7,False,89,7
cmd:2+3,attack,gon-freecss,Gon Freecss,129,4,True,132,4
cmd:2+4,attack,gon-freecss,Gon Freecss,133,10,True,143,10
cmd:3+4,attack,gon-freecss,Gon Freecss,,0,True,,0
cmd:FC+1,attack,gon-freecss,Gon Freecss,,0,True,,0
cmd:FC+2,attack,gon-freecss,Gon Freecss,,0,True,,0
cmd:O+2,attack,gon-freecss,Gon Freecss,,0,True,,0
cmd:WS+4,attack,gon-freecss,Gon Freecss,,0,True,,0
cmd:d/f+2,attack,gon-freecss,Gon Freecss,,0,True,,0
cmd:f+1,attack,gon-freecss,Gon Freecss,,0,True,,0
cmd:qcf+4,attack,gon-freecss,Gon Freecss,,0,True,,0
crouch,non-attack,gon-freecss,Gon Freecss,22,1,False,22,1
crouchBlock,non-attack,gon-freecss,Gon Freecss,90,8,False,98,8
getupRollUp,non-attack,gon-freecss,Gon Freecss,,0,False,,0
getupStand,non-attack,gon-freecss,Gon Freecss,33,8,False,55,8
hitHeavy,non-attack,gon-freecss,Gon Freecss,,0,False,,0
hitLight,non-attack,gon-freecss,Gon Freecss,26,1,False,26,1
idle,non-attack,gon-freecss,Gon Freecss,0,4,False,3,4
jableft,attack,gon-freecss,Gon Freecss,129,4,True,132,4
jabright,attack,gon-freecss,Gon Freecss,102,16,True,117,16
juggle,non-attack,gon-freecss,Gon Freecss,30,2,False,31,2
jump,non-attack,gon-freecss,Gon Freecss,17,4,False,20,4
kickleft,attack,gon-freecss,Gon Freecss,,0,True,,0
kickright,attack,gon-freecss,Gon Freecss,,0,True,,0
knockdown,non-attack,gon-freecss,Gon Freecss,33,4,False,36,4
lose,non-attack,gon-freecss,Gon Freecss,32,1,False,32,1
sidestepLeft,non-attack,gon-freecss,Gon Freecss,18,1,False,18,1
sidestepRight,non-attack,gon-freecss,Gon Freecss,18,1,False,18,1
sprint,non-attack,gon-freecss,Gon Freecss,30,10,False,39,10
walkBack,non-attack,gon-freecss,Gon Freecss,14,1,False,14,1
walkForward,non-attack,gon-freecss,Gon Freecss,4,8,False,11,8
win,non-attack,gon-freecss,Gon Freecss,117,1,False,117,1
backflip,non-attack,gotenks,Gotenks,40,8,False,48,8
block,non-attack,gotenks,Gotenks,11,1,False,11,1
chargeKi,non-attack,gotenks,Gotenks,53,2,False,54,2
cmd:1+2,attack,gotenks,Gotenks,68,5,True,71,3
cmd:1+3,attack,gotenks,Gotenks,110,7,True,116,7
cmd:1+4,attack,gotenks,Gotenks,123,6,False,128,6
cmd:2+3,attack,gotenks,Gotenks,133,4,True,136,4
cmd:2+4,attack,gotenks,Gotenks,,0,True,,0
cmd:3+4,attack,gotenks,Gotenks,,0,True,,0
cmd:FC+1,attack,gotenks,Gotenks,,0,True,,0
cmd:FC+2,attack,gotenks,Gotenks,,0,True,,0
cmd:O+2,attack,gotenks,Gotenks,,0,True,,0
cmd:WS+4,attack,gotenks,Gotenks,,0,True,,0
cmd:d/f+2,attack,gotenks,Gotenks,,0,True,,0
cmd:f+1,attack,gotenks,Gotenks,,0,True,,0
cmd:qcf+4,attack,gotenks,Gotenks,,0,True,,0
crouch,non-attack,gotenks,Gotenks,15,1,False,15,1
crouchBlock,non-attack,gotenks,Gotenks,90,8,False,98,8
getupRollUp,non-attack,gotenks,Gotenks,,0,False,,0
getupStand,non-attack,gotenks,Gotenks,30,9,False,53,9
hitHeavy,non-attack,gotenks,Gotenks,,0,False,,0
hitLight,non-attack,gotenks,Gotenks,18,1,False,18,1
idle,non-attack,gotenks,Gotenks,0,4,False,3,4
jableft,attack,gotenks,Gotenks,71,1,True,71,1
jabright,attack,gotenks,Gotenks,64,5,True,68,5
juggle,non-attack,gotenks,Gotenks,21,2,False,22,2
jump,non-attack,gotenks,Gotenks,17,1,False,17,1
kickleft,attack,gotenks,Gotenks,,0,True,,0
kickright,attack,gotenks,Gotenks,168,7,True,174,7
knockdown,non-attack,gotenks,Gotenks,30,4,False,33,4
lose,non-attack,gotenks,Gotenks,23,1,False,23,1
sidestepLeft,non-attack,gotenks,Gotenks,13,1,False,13,1
sidestepRight,non-attack,gotenks,Gotenks,13,1,False,13,1
sprint,non-attack,gotenks,Gotenks,30,10,False,39,10
walkBack,non-attack,gotenks,Gotenks,10,1,False,10,1
walkForward,non-attack,gotenks,Gotenks,4,4,False,7,4
win,non-attack,gotenks,Gotenks,174,1,False,174,1
backflip,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),40,8,False,48,8
block,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),11,1,False,11,1
chargeKi,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),53,2,False,54,2
cmd:1+2,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),64,6,True,67,4
cmd:1+3,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:2+3,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),95,4,True,98,4
cmd:2+4,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:3+4,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:FC+1,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:FC+2,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
