character,moveKey,reason
franky,neutral:special-jab,no animationFrames sequence
franky,neutral:special-jab-heavy,no animationFrames sequence
franky,neutral:special-kick,no animationFrames sequence
frieza,cmd:1+3,no animationFrames sequence
frieza,cmd:2+4,no animationFrames sequence
frieza,cmd:FC+1,no animationFrames sequence
frieza,cmd:FC+2,no animationFrames sequence
frieza,cmd:O+2,no animationFrames sequence
frieza,cmd:WS+4,no animationFrames sequence
frieza,cmd:d/f+2,no animationFrames sequence
frieza,cmd:f+1,no animationFrames sequence
frieza,cmd:qcf+4,no animationFrames sequence
frieza,kickleft,no animationFrames sequence
frieza,neutral:heavy-jab,no animationFrames sequence
frieza,neutral:heavy-jab-heavy,no animationFrames sequence
frieza,neutral:heavy-jab-special,no animationFrames sequence
frieza,neutral:heavy-kick,no animationFrames sequence
frieza,neutral:heavy-kick-special,no animationFrames sequence
frieza,neutral:heavy-special,no animationFrames sequence
frieza,neutral:heavy-special-kick,no animationFrames sequence
frieza,neutral:jab-heavy,no animationFrames sequence
frieza,neutral:jab-heavy-kick,no animationFrames sequence
frieza,neutral:jab-heavy-special,no animationFrames sequence
frieza,neutral:jab-jab,no animationFrames sequence
frieza,neutral:jab-jab-heavy,no animationFrames sequence
frieza,neutral:jab-jab-kick,no animationFrames sequence
frieza,neutral:jab-jab-special,no animationFrames sequence
frieza,neutral:jab-kick,no animationFrames sequence
frieza,neutral:jab-kick-heavy,no animationFrames sequence
frieza,neutral:jab-kick-special,no animationFrames sequence
frieza,neutral:jab-special,no animationFrames sequence
frieza,neutral:jab-special-heavy,no animationFrames sequence
frieza,neutral:kick-heavy,no animationFrames sequence
frieza,neutral:kick-heavy-special,no animationFrames sequence
frieza,neutral:kick-jab,no animationFrames sequence
frieza,neutral:kick-jab-special,no animationFrames sequence
frieza,neutral:kick-special,no animationFrames sequence
frieza,neutral:kick-special-heavy,no animationFrames sequence
frieza,neutral:special-heavy,no animationFrames sequence
frieza,neutral:special-jab,no animationFrames sequence
frieza,neutral:special-jab-heavy,no animationFrames sequence
frieza,neutral:special-kick,no animationFrames sequence
fuusuke,cmd:1+3,no animationFrames sequence
fuusuke,cmd:2+4,no animationFrames sequence
fuusuke,cmd:FC+1,no animationFrames sequence
fuusuke,cmd:FC+2,no animationFrames sequence
fuusuke,cmd:O+2,no animationFrames sequence
fuusuke,cmd:WS+4,no animationFrames sequence
fuusuke,cmd:d/f+2,no animationFrames sequence
fuusuke,cmd:f+1,no animationFrames sequence
fuusuke,cmd:qcf+4,no animationFrames sequence
fuusuke,kickleft,no animationFrames sequence
fuusuke,neutral:heavy-jab,no animationFrames sequence
fuusuke,neutral:heavy-jab-heavy,no animationFrames sequence
fuusuke,neutral:heavy-jab-special,no animationFrames sequence
fuusuke,neutral:heavy-kick,no animationFrames sequence
fuusuke,neutral:heavy-kick-special,no animationFrames sequence
fuusuke,neutral:heavy-special,no animationFrames sequence
fuusuke,neutral:heavy-special-kick,no animationFrames sequence
fuusuke,neutral:jab-heavy,no animationFrames sequence
fuusuke,neutral:jab-heavy-kick,no animationFrames sequence
fuusuke,neutral:jab-heavy-special,no animationFrames sequence
fuusuke,neutral:jab-jab,no animationFrames sequence
fuusuke,neutral:jab-jab-heavy,no animationFrames sequence
fuusuke,neutral:jab-jab-kick,no animationFrames sequence
fuusuke,neutral:jab-jab-special,no animationFrames sequence
fuusuke,neutral:jab-kick,no animationFrames sequence
fuusuke,neutral:jab-kick-heavy,no animationFrames sequence
fuusuke,neutral:jab-kick-special,no animationFrames sequence
fuusuke,neutral:jab-special,no animationFrames sequence
fuusuke,neutral:jab-special-heavy,no animationFrames sequence
fuusuke,neutral:kick-heavy,no animationFrames sequence
fuusuke,neutral:kick-heavy-special,no animationFrames sequence
fuusuke,neutral:kick-jab,no animationFrames sequence
fuusuke,neutral:kick-jab-special,no animationFrames sequence
fuusuke,neutral:kick-special,no animationFrames sequence
fuusuke,neutral:kick-special-heavy,no animationFrames sequence
fuusuke,neutral:special-heavy,no animationFrames sequence
fuusuke,neutral:special-jab,no animationFrames sequence
fuusuke,neutral:special-jab-heavy,no animationFrames sequence
fuusuke,neutral:special-kick,no animationFrames sequence
gintoki-sakata,cmd:2+3,no animationFrames sequence
gintoki-sakata,cmd:2+4,no animationFrames sequence
gintoki-sakata,cmd:3+4,no animationFrames sequence
gintoki-sakata,cmd:FC+1,no animationFrames sequence
gintoki-sakata,cmd:FC+2,no animationFrames sequence
gintoki-sakata,cmd:O+2,no animationFrames sequence
gintoki-sakata,cmd:WS+4,no animationFrames sequence
gintoki-sakata,cmd:d/f+2,no animationFrames sequence
gintoki-sakata,cmd:f+1,no animationFrames sequence
gintoki-sakata,cmd:qcf+4,no animationFrames sequence
gintoki-sakata,kickright,no animationFrames sequence
gintoki-sakata,neutral:heavy-jab,no animationFrames sequence
gintoki-sakata,neutral:heavy-jab-heavy,no animationFrames sequence
gintoki-sakata,neutral:heavy-jab-special,no animationFrames sequence
gintoki-sakata,neutral:heavy-kick,no animationFrames sequence
gintoki-sakata,neutral:heavy-kick-special,no animationFrames sequence
gintoki-sakata,neutral:heavy-special,no animationFrames sequence
gintoki-sakata,neutral:heavy-special-kick,no animationFrames sequence
gintoki-sakata,neutral:jab-heavy,no animationFrames sequence
gintoki-sakata,neutral:jab-heavy-kick,no animationFrames sequence
gintoki-sakata,neutral:jab-heavy-special,no animationFrames sequence
gintoki-sakata,neutral:jab-jab,no animationFrames sequence
gintoki-sakata,neutral:jab-jab-heavy,no animationFrames sequence
gintoki-sakata,neutral:jab-jab-kick,no animationFrames sequence
gintoki-sakata,neutral:jab-jab-special,no animationFrames sequence
gintoki-sakata,neutral:jab-kick,no animationFrames sequence
gintoki-sakata,neutral:jab-kick-heavy,no animationFrames sequence
gintoki-sakata,neutral:jab-kick-special,no animationFrames sequence
gintoki-sakata,neutral:jab-special,no animationFrames sequence
gintoki-sakata,neutral:jab-special-heavy,no animationFrames sequence
gintoki-sakata,neutral:kick-heavy,no animationFrames sequence
gintoki-sakata,neutral:kick-heavy-special,no animationFrames sequence
gintoki-sakata,neutral:kick-jab,no animationFrames sequence
gintoki-sakata,neutral:kick-jab-special,no animationFrames sequence
gintoki-sakata,neutral:kick-special,no animationFrames sequence
gintoki-sakata,neutral:kick-special-heavy,no animationFrames sequence
gintoki-sakata,neutral:special-heavy,no animationFrames sequence
gintoki-sakata,neutral:special-jab,no animationFrames sequence
gintoki-sakata,neutral:special-jab-heavy,no animationFrames sequence
gintoki-sakata,neutral:special-kick,no animationFrames sequence
gohan-super-saiyan,cmd:1+3,no animationFrames sequence
gohan-super-saiyan,cmd:2+3,no animationFrames sequence
gohan-super-saiyan,cmd:2+4,no animationFrames sequence
gohan-super-saiyan,cmd:FC+1,no animationFrames sequence
gohan-super-saiyan,cmd:FC+2,no animationFrames sequence
gohan-super-saiyan,cmd:O+2,no animationFrames sequence
gohan-super-saiyan,cmd:WS+4,no animationFrames sequence
gohan-super-saiyan,cmd:d/f+2,no animationFrames sequence
gohan-super-saiyan,cmd:f+1,no animationFrames sequence
gohan-super-saiyan,cmd:qcf+4,no animationFrames sequence
gohan-super-saiyan,kickright,no animationFrames sequence
gohan-super-saiyan,neutral:heavy-jab,no animationFrames sequence
gohan-super-saiyan,neutral:heavy-jab-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:heavy-jab-special,no animationFrames sequence
gohan-super-saiyan,neutral:heavy-kick,no animationFrames sequence
gohan-super-saiyan,neutral:heavy-kick-special,no animationFrames sequence
gohan-super-saiyan,neutral:heavy-special,no animationFrames sequence
gohan-super-saiyan,neutral:heavy-special-kick,no animationFrames sequence
gohan-super-saiyan,neutral:jab-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:jab-heavy-kick,no animationFrames sequence
gohan-super-saiyan,neutral:jab-heavy-special,no animationFrames sequence
gohan-super-saiyan,neutral:jab-jab,no animationFrames sequence
gohan-super-saiyan,neutral:jab-jab-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:jab-jab-kick,no animationFrames sequence
gohan-super-saiyan,neutral:jab-jab-special,no animationFrames sequence
gohan-super-saiyan,neutral:jab-kick,no animationFrames sequence
gohan-super-saiyan,neutral:jab-kick-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:jab-kick-special,no animationFrames sequence
gohan-super-saiyan,neutral:jab-special,no animationFrames sequence
gohan-super-saiyan,neutral:jab-special-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:kick-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:kick-heavy-special,no animationFrames sequence
gohan-super-saiyan,neutral:kick-jab,no animationFrames sequence
gohan-super-saiyan,neutral:kick-jab-special,no animationFrames sequence
gohan-super-saiyan,neutral:kick-special,no animationFrames sequence
gohan-super-saiyan,neutral:kick-special-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:special-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:special-jab,no animationFrames sequence
gohan-super-saiyan,neutral:special-jab-heavy,no animationFrames sequence
gohan-super-saiyan,neutral:special-kick,no animationFrames sequence
gohan-super-saiyan-2,cmd:1+3,no animationFrames sequence
gohan-super-saiyan-2,cmd:2+3,no animationFrames sequence
gohan-super-saiyan-2,cmd:2+4,no animationFrames sequence
gohan-super-saiyan-2,cmd:3+4,no animationFrames sequence
gohan-super-saiyan-2,cmd:FC+1,no animationFrames sequence
gohan-super-saiyan-2,cmd:FC+2,no animationFrames sequence
gohan-super-saiyan-2,cmd:O+2,no animationFrames sequence
gohan-super-saiyan-2,cmd:WS+4,no animationFrames sequence
gohan-super-saiyan-2,cmd:d/f+2,no animationFrames sequence
gohan-super-saiyan-2,cmd:f+1,no animationFrames sequence
gohan-super-saiyan-2,cmd:qcf+4,no animationFrames sequence
gohan-super-saiyan-2,kickright,no animationFrames sequence
gohan-super-saiyan-2,neutral:heavy-jab,no animationFrames sequence
gohan-super-saiyan-2,neutral:heavy-jab-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:heavy-jab-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:heavy-kick,no animationFrames sequence
gohan-super-saiyan-2,neutral:heavy-kick-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:heavy-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:heavy-special-kick,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-heavy-kick,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-heavy-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-jab,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-jab-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-jab-kick,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-jab-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-kick,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-kick-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-kick-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:jab-special-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:kick-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:kick-heavy-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:kick-jab,no animationFrames sequence
gohan-super-saiyan-2,neutral:kick-jab-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:kick-special,no animationFrames sequence
gohan-super-saiyan-2,neutral:kick-special-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:special-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:special-jab,no animationFrames sequence
gohan-super-saiyan-2,neutral:special-jab-heavy,no animationFrames sequence
gohan-super-saiyan-2,neutral:special-kick,no animationFrames sequence
goku,cmd:1+3,no animationFrames sequence
goku,cmd:2+3,no animationFrames sequence
goku,cmd:2+4,no animationFrames sequence
goku,cmd:FC+1,no animationFrames sequence
goku,cmd:FC+2,no animationFrames sequence
goku,cmd:O+2,no animationFrames sequence
goku,cmd:WS+4,no animationFrames sequence
goku,cmd:d/f+2,no animationFrames sequence
goku,cmd:f+1,no animationFrames sequence
goku,cmd:qcf+4,no animationFrames sequence
goku,neutral:heavy-jab,no animationFrames sequence
goku,neutral:heavy-jab-heavy,no animationFrames sequence
goku,neutral:heavy-jab-special,no animationFrames sequence
goku,neutral:heavy-kick,no animationFrames sequence
goku,neutral:heavy-kick-special,no animationFrames sequence
goku,neutral:heavy-special,no animationFrames sequence
goku,neutral:heavy-special-kick,no animationFrames sequence
goku,neutral:jab-heavy,no animationFrames sequence
goku,neutral:jab-heavy-kick,no animationFrames sequence
goku,neutral:jab-heavy-special,no animationFrames sequence
goku,neutral:jab-jab,no animationFrames sequence
goku,neutral:jab-jab-heavy,no animationFrames sequence
goku,neutral:jab-jab-kick,no animationFrames sequence
goku,neutral:jab-jab-special,no animationFrames sequence
goku,neutral:jab-kick,no animationFrames sequence
goku,neutral:jab-kick-heavy,no animationFrames sequence
goku,neutral:jab-kick-special,no animationFrames sequence
goku,neutral:jab-special,no animationFrames sequence
goku,neutral:jab-special-heavy,no animationFrames sequence
goku,neutral:kick-heavy,no animationFrames sequence
goku,neutral:kick-heavy-special,no animationFrames sequence
goku,neutral:kick-jab,no animationFrames sequence
goku,neutral:kick-jab-special,no animationFrames sequence
goku,neutral:kick-special,no animationFrames sequence
goku,neutral:kick-special-heavy,no animationFrames sequence
goku,neutral:special-heavy,no animationFrames sequence
goku,neutral:special-jab,no animationFrames sequence
goku,neutral:special-jab-heavy,no animationFrames sequence
goku,neutral:special-kick,no animationFrames sequence
goku-super-saiyan,cmd:1+3,no animationFrames sequence
goku-super-saiyan,cmd:2+3,no animationFrames sequence
goku-super-saiyan,cmd:2+4,no animationFrames sequence
goku-super-saiyan,cmd:FC+1,no animationFrames sequence
goku-super-saiyan,cmd:FC+2,no animationFrames sequence
goku-super-saiyan,cmd:O+2,no animationFrames sequence
goku-super-saiyan,cmd:WS+4,no animationFrames sequence
goku-super-saiyan,cmd:d/f+2,no animationFrames sequence
goku-super-saiyan,cmd:f+1,no animationFrames sequence
goku-super-saiyan,cmd:qcf+4,no animationFrames sequence
goku-super-saiyan,neutral:heavy-jab,no animationFrames sequence
goku-super-saiyan,neutral:heavy-jab-heavy,no animationFrames sequence
goku-super-saiyan,neutral:heavy-jab-special,no animationFrames sequence
goku-super-saiyan,neutral:heavy-kick,no animationFrames sequence
goku-super-saiyan,neutral:heavy-kick-special,no animationFrames sequence
goku-super-saiyan,neutral:heavy-special,no animationFrames sequence
goku-super-saiyan,neutral:heavy-special-kick,no animationFrames sequence
goku-super-saiyan,neutral:jab-heavy,no animationFrames sequence
goku-super-saiyan,neutral:jab-heavy-kick,no animationFrames sequence
goku-super-saiyan,neutral:jab-heavy-special,no animationFrames sequence
goku-super-saiyan,neutral:jab-jab,no animationFrames sequence
goku-super-saiyan,neutral:jab-jab-heavy,no animationFrames sequence
goku-super-saiyan,neutral:jab-jab-kick,no animationFrames sequence
goku-super-saiyan,neutral:jab-jab-special,no animationFrames sequence
goku-super-saiyan,neutral:jab-kick,no animationFrames sequence
goku-super-saiyan,neutral:jab-kick-heavy,no animationFrames sequence
goku-super-saiyan,neutral:jab-kick-special,no animationFrames sequence
goku-super-saiyan,neutral:jab-special,no animationFrames sequence
goku-super-saiyan,neutral:jab-special-heavy,no animationFrames sequence
goku-super-saiyan,neutral:kick-heavy,no animationFrames sequence
goku-super-saiyan,neutral:kick-heavy-special,no animationFrames sequence
goku-super-saiyan,neutral:kick-jab,no animationFrames sequence
goku-super-saiyan,neutral:kick-jab-special,no animationFrames sequence
goku-super-saiyan,neutral:kick-special,no animationFrames sequence
goku-super-saiyan,neutral:kick-special-heavy,no animationFrames sequence
goku-super-saiyan,neutral:special-heavy,no animationFrames sequence
goku-super-saiyan,neutral:special-jab,no animationFrames sequence
goku-super-saiyan,neutral:special-jab-heavy,no animationFrames sequence
goku-super-saiyan,neutral:special-kick,no animationFrames sequence
gon-freecss,cmd:3+4,no animationFrames sequence
gon-freecss,cmd:FC+1,no animationFrames sequence
gon-freecss,cmd:FC+2,no animationFrames sequence
gon-freecss,cmd:O+2,no animationFrames sequence
gon-freecss,cmd:WS+4,no animationFrames sequence
gon-freecss,cmd:d/f+2,no animationFrames sequence
gon-freecss,cmd:f+1,no animationFrames sequence
gon-freecss,cmd:qcf+4,no animationFrames sequence
gon-freecss,kickleft,no animationFrames sequence
gon-freecss,kickright,no animationFrames sequence
gon-freecss,neutral:heavy-jab,no animationFrames sequence
gon-freecss,neutral:heavy-jab-heavy,no animationFrames sequence
gon-freecss,neutral:heavy-jab-special,no animationFrames sequence
gon-freecss,neutral:heavy-kick,no animationFrames sequence
gon-freecss,neutral:heavy-kick-special,no animationFrames sequence
gon-freecss,neutral:heavy-special,no animationFrames sequence
gon-freecss,neutral:heavy-special-kick,no animationFrames sequence
gon-freecss,neutral:jab-heavy,no animationFrames sequence
gon-freecss,neutral:jab-heavy-kick,no animationFrames sequence
gon-freecss,neutral:jab-heavy-special,no animationFrames sequence
gon-freecss,neutral:jab-jab,no animationFrames sequence
gon-freecss,neutral:jab-jab-heavy,no animationFrames sequence
gon-freecss,neutral:jab-jab-kick,no animationFrames sequence
gon-freecss,neutral:jab-jab-special,no animationFrames sequence
gon-freecss,neutral:jab-kick,no animationFrames sequence
gon-freecss,neutral:jab-kick-heavy,no animationFrames sequence
gon-freecss,neutral:jab-kick-special,no animationFrames sequence
gon-freecss,neutral:jab-special,no animationFrames sequence
gon-freecss,neutral:jab-special-heavy,no animationFrames sequence
gon-freecss,neutral:kick-heavy,no animationFrames sequence
gon-freecss,neutral:kick-heavy-special,no animationFrames sequence
gon-freecss,neutral:kick-jab,no animationFrames sequence
gon-freecss,neutral:kick-jab-special,no animationFrames sequence
gon-freecss,neutral:kick-special,no animationFrames sequence
gon-freecss,neutral:kick-special-heavy,no animationFrames sequence
gon-freecss,neutral:special-heavy,no animationFrames sequence
gon-freecss,neutral:special-jab,no animationFrames sequence
gon-freecss,neutral:special-jab-heavy,no animationFrames sequence
gon-freecss,neutral:special-kick,no animationFrames sequence
gotenks,cmd:2+4,no animationFrames sequence
gotenks,cmd:3+4,no animationFrames sequence
gotenks,cmd:FC+1,no animationFrames sequence
gotenks,cmd:FC+2,no animationFrames sequence
gotenks,cmd:O+2,no animationFrames sequence
gotenks,cmd:WS+4,no animationFrames sequence
gotenks,cmd:d/f+2,no animationFrames sequence
gotenks,cmd:f+1,no animationFrames sequence
gotenks,cmd:qcf+4,no animationFrames sequence
gotenks,kickleft,no animationFrames sequence
gotenks,neutral:heavy-jab,no animationFrames sequence
gotenks,neutral:heavy-jab-heavy,no animationFrames sequence
gotenks,neutral:heavy-jab-special,no animationFrames sequence
gotenks,neutral:heavy-kick,no animationFrames sequence
gotenks,neutral:heavy-kick-special,no animationFrames sequence
gotenks,neutral:heavy-special,no animationFrames sequence
gotenks,neutral:heavy-special-kick,no animationFrames sequence
gotenks,neutral:jab-heavy,no animationFrames sequence
gotenks,neutral:jab-heavy-kick,no animationFrames sequence
gotenks,neutral:jab-heavy-special,no animationFrames sequence
gotenks,neutral:jab-jab,no animationFrames sequence
gotenks,neutral:jab-jab-heavy,no animationFrames sequence
gotenks,neutral:jab-jab-kick,no animationFrames sequence
gotenks,neutral:jab-jab-special,no animationFrames sequence
gotenks,neutral:jab-kick,no animationFrames sequence
gotenks,neutral:jab-kick-heavy,no animationFrames sequence
gotenks,neutral:jab-kick-special,no animationFrames sequence
gotenks,neutral:jab-special,no animationFrames sequence
gotenks,neutral:jab-special-heavy,no animationFrames sequence
gotenks,neutral:kick-heavy,no animationFrames sequence
gotenks,neutral:kick-heavy-special,no animationFrames sequence
gotenks,neutral:kick-jab,no animationFrames sequence
gotenks,neutral:kick-jab-special,no animationFrames sequence
gotenks,neutral:kick-special,no animationFrames sequence
gotenks,neutral:kick-special-heavy,no animationFrames sequence
gotenks,neutral:special-heavy,no animationFrames sequence
gotenks,neutral:special-jab,no animationFrames sequence
gotenks,neutral:special-jab-heavy,no animationFrames sequence
gotenks,neutral:special-kick,no animationFrames sequence
gotenks-super-saiyan,cmd:1+3,no animationFrames sequence
gotenks-super-saiyan,cmd:2+4,no animationFrames sequence
gotenks-super-saiyan,cmd:3+4,no animationFrames sequence
gotenks-super-saiyan,cmd:FC+1,no animationFrames sequence
gotenks-super-saiyan,cmd:FC+2,no animationFrames sequence
gotenks-super-saiyan,cmd:O+2,no animationFrames sequence
gotenks-super-saiyan,cmd:WS+4,no animationFrames sequence
gotenks-super-saiyan,cmd:d/f+2,no animationFrames sequence
gotenks-super-saiyan,cmd:f+1,no animationFrames sequence
gotenks-super-saiyan,cmd:qcf+4,no animationFrames sequence
gotenks-super-saiyan,kickleft,no animationFrames sequence
gotenks-super-saiyan,kickright,no animationFrames sequence
gotenks-super-saiyan,neutral:heavy-jab,no animationFrames sequence
gotenks-super-saiyan,neutral:heavy-jab-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:heavy-jab-special,no animationFrames sequence
gotenks-super-saiyan,neutral:heavy-kick,no animationFrames sequence
gotenks-super-saiyan,neutral:heavy-kick-special,no animationFrames sequence
gotenks-super-saiyan,neutral:heavy-special,no animationFrames sequence
gotenks-super-saiyan,neutral:heavy-special-kick,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-heavy-kick,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-heavy-special,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-jab,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-jab-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-jab-kick,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-jab-special,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-kick,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-kick-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-kick-special,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-special,no animationFrames sequence
gotenks-super-saiyan,neutral:jab-special-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:kick-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:kick-heavy-special,no animationFrames sequence
gotenks-super-saiyan,neutral:kick-jab,no animationFrames sequence
gotenks-super-saiyan,neutral:kick-jab-special,no animationFrames sequence
gotenks-super-saiyan,neutral:kick-special,no animationFrames sequence
gotenks-super-saiyan,neutral:kick-special-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:special-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:special-jab,no animationFrames sequence
gotenks-super-saiyan,neutral:special-jab-heavy,no animationFrames sequence
gotenks-super-saiyan,neutral:special-kick,no animationFrames sequence
heihachi-edajima,cmd:FC+1,no animationFrames sequence
heihachi-edajima,cmd:FC+2,no animationFrames sequence
heihachi-edajima,cmd:O+2,no animationFrames sequence
heihachi-edajima,cmd:WS+4,no animationFrames sequence
heihachi-edajima,cmd:d/f+2,no animationFrames sequence
heihachi-edajima,cmd:f+1,no animationFrames sequence
heihachi-edajima,cmd:qcf+4,no animationFrames sequence
heihachi-edajima,kickleft,no animationFrames sequence
heihachi-edajima,kickright,no animationFrames sequence
heihachi-edajima,neutral:heavy-jab,no animationFrames sequence
heihachi-edajima,neutral:heavy-jab-heavy,no animationFrames sequence
heihachi-edajima,neutral:heavy-jab-special,no animationFrames sequence
heihachi-edajima,neutral:heavy-kick,no animationFrames sequence
heihachi-edajima,neutral:heavy-kick-special,no animationFrames sequence
heihachi-edajima,neutral:heavy-special,no animationFrames sequence
heihachi-edajima,neutral:heavy-special-kick,no animationFrames sequence
heihachi-edajima,neutral:jab-heavy,no animationFrames sequence
heihachi-edajima,neutral:jab-heavy-kick,no animationFrames sequence
heihachi-edajima,neutral:jab-heavy-special,no animationFrames sequence
heihachi-edajima,neutral:jab-jab,no animationFrames sequence
heihachi-edajima,neutral:jab-jab-heavy,no animationFrames sequence
heihachi-edajima,neutral:jab-jab-kick,no animationFrames sequence
heihachi-edajima,neutral:jab-jab-special,no animationFrames sequence
heihachi-edajima,neutral:jab-kick,no animationFrames sequence
heihachi-edajima,neutral:jab-kick-heavy,no animationFrames sequence
heihachi-edajima,neutral:jab-kick-special,no animationFrames sequence
heihachi-edajima,neutral:jab-special,no animationFrames sequence
heihachi-edajima,neutral:jab-special-heavy,no animationFrames sequence
heihachi-edajima,neutral:kick-heavy,no animationFrames sequence
heihachi-edajima,neutral:kick-heavy-special,no animationFrames sequence
heihachi-edajima,neutral:kick-jab,no animationFrames sequence
heihachi-edajima,neutral:kick-jab-special,no animationFrames sequence
heihachi-edajima,neutral:kick-special,no animationFrames sequence
heihachi-edajima,neutral:kick-special-heavy,no animationFrames sequence
heihachi-edajima,neutral:special-heavy,no animationFrames sequence
heihachi-edajima,neutral:special-jab,no animationFrames sequence
heihachi-edajima,neutral:special-jab-heavy,no animationFrames sequence
heihachi-edajima,neutral:special-kick,no animationFrames sequence
hiei,cmd:FC+1,no animationFrames sequence
hiei,cmd:FC+2,no animationFrames sequence
hiei,cmd:O+2,no animationFrames sequence
hiei,cmd:WS+4,no animationFrames sequence
hiei,cmd:d/f+2,no animationFrames sequence
hiei,cmd:f+1,no animationFrames sequence
hiei,cmd:qcf+4,no animationFrames sequence
hiei,kickleft,no animationFrames sequence
hiei,kickright,no animationFrames sequence
hiei,neutral:heavy-jab,no animationFrames sequence
hiei,neutral:heavy-jab-heavy,no animationFrames sequence
hiei,neutral:heavy-jab-special,no animationFrames sequence
hiei,neutral:heavy-kick,no animationFrames sequence
hiei,neutral:heavy-kick-special,no animationFrames sequence
hiei,neutral:heavy-special,no animationFrames sequence
hiei,neutral:heavy-special-kick,no animationFrames sequence
hiei,neutral:jab-heavy,no animationFrames sequence
hiei,neutral:jab-heavy-kick,no animationFrames sequence
hiei,neutral:jab-heavy-special,no animationFrames sequence
hiei,neutral:jab-jab,no animationFrames sequence
hiei,neutral:jab-jab-heavy,no animationFrames sequence
hiei,neutral:jab-jab-kick,no animationFrames sequence
hiei,neutral:jab-jab-special,no animationFrames sequence
hiei,neutral:jab-kick,no animationFrames sequence
hiei,neutral:jab-kick-heavy,no animationFrames sequence
hiei,neutral:jab-kick-special,no animationFrames sequence
hiei,neutral:jab-special,no animationFrames sequence
hiei,neutral:jab-special-heavy,no animationFrames sequence
hiei,neutral:kick-heavy,no animationFrames sequence
hiei,neutral:kick-heavy-special,no animationFrames sequence
hiei,neutral:kick-jab,no animationFrames sequence
hiei,neutral:kick-jab-special,no animationFrames sequence
hiei,neutral:kick-special,no animationFrames sequence
hiei,neutral:kick-special-heavy,no animationFrames sequence
hiei,neutral:special-heavy,no animationFrames sequence
hiei,neutral:special-jab,no animationFrames sequence
hiei,neutral:special-jab-heavy,no animationFrames sequence
hiei,neutral:special-kick,no animationFrames sequence
ichigo-kurosaki,cmd:3+4,no animationFrames sequence
ichigo-kurosaki,cmd:FC+1,no animationFrames sequence
ichigo-kurosaki,cmd:FC+2,no animationFrames sequence
ichigo-kurosaki,cmd:O+2,no animationFrames sequence
ichigo-kurosaki,cmd:WS+4,no animationFrames sequence
ichigo-kurosaki,cmd:d/f+2,no animationFrames sequence
ichigo-kurosaki,cmd:f+1,no animationFrames sequence
ichigo-kurosaki,cmd:qcf+4,no animationFrames sequence
ichigo-kurosaki,kickleft,no animationFrames sequence
ichigo-kurosaki,kickright,no animationFrames sequence
ichigo-kurosaki,neutral:heavy-jab,no animationFrames sequence
ichigo-kurosaki,neutral:heavy-jab-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:heavy-jab-special,no animationFrames sequence
